library_name,batch,sample_name,sequencing_batch,device_operation,habitat,station,cruise,type,experiment,fwd,rev
SO21-DNA-823,SciLife,SO21-DNA-823,UL-3163,SO21_56-08,2000m,SAS-Oden_56,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-823/UL-3163-SO21-DNA-823_S28_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-823/UL-3163-SO21-DNA-823_S28_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-823/UL-3163-SO21-DNA-823_S28_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-823/UL-3163-SO21-DNA-823_S28_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-823/UL-3163-SO21-DNA-823_S28_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-823/UL-3163-SO21-DNA-823_S28_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-823/UL-3163-SO21-DNA-823_S28_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-823/UL-3163-SO21-DNA-823_S28_L004_R2_001.fastq.gz
SO21-DNA-829,SciLife,SO21-DNA-829,UL-3163,SO21_58-19,Centre-bottom ice,SAS-Oden_58,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-829/UL-3163-SO21-DNA-829_S46_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-829/UL-3163-SO21-DNA-829_S46_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-829/UL-3163-SO21-DNA-829_S46_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-829/UL-3163-SO21-DNA-829_S46_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-829/UL-3163-SO21-DNA-829_S46_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-829/UL-3163-SO21-DNA-829_S46_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-829/UL-3163-SO21-DNA-829_S46_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-829/UL-3163-SO21-DNA-829_S46_L004_R2_001.fastq.gz
SO21-DNA-830,SciLife,SO21-DNA-830,UL-3163,SO21_53-16,Bottom ice (10 cm),SAS-Oden_53,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-830/UL-3163-SO21-DNA-830_S14_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-830/UL-3163-SO21-DNA-830_S14_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-830/UL-3163-SO21-DNA-830_S14_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-830/UL-3163-SO21-DNA-830_S14_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-830/UL-3163-SO21-DNA-830_S14_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-830/UL-3163-SO21-DNA-830_S14_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-830/UL-3163-SO21-DNA-830_S14_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-830/UL-3163-SO21-DNA-830_S14_L004_R2_001.fastq.gz
SO21-DNA-831,SciLife,SO21-DNA-831,UL-3163,SO21_53-16,Centre-bottom ice,SAS-Oden_53,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-831/UL-3163-SO21-DNA-831_S44_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-831/UL-3163-SO21-DNA-831_S44_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-831/UL-3163-SO21-DNA-831_S44_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-831/UL-3163-SO21-DNA-831_S44_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-831/UL-3163-SO21-DNA-831_S44_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-831/UL-3163-SO21-DNA-831_S44_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-831/UL-3163-SO21-DNA-831_S44_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-831/UL-3163-SO21-DNA-831_S44_L004_R2_001.fastq.gz
SO21-DNA-833,SciLife,SO21-DNA-833,UL-3163,SO21_58-19,Melt pond,SAS-Oden_58,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-833/UL-3163-SO21-DNA-833_S93_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-833/UL-3163-SO21-DNA-833_S93_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-833/UL-3163-SO21-DNA-833_S93_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-833/UL-3163-SO21-DNA-833_S93_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-833/UL-3163-SO21-DNA-833_S93_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-833/UL-3163-SO21-DNA-833_S93_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-833/UL-3163-SO21-DNA-833_S93_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-833/UL-3163-SO21-DNA-833_S93_L004_R2_001.fastq.gz
SO21-DNA-836,SciLife,SO21-DNA-836,UL-3163,SO21_53-16,Centre-top ice,SAS-Oden_53,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-836/UL-3163-SO21-DNA-836_S57_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-836/UL-3163-SO21-DNA-836_S57_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-836/UL-3163-SO21-DNA-836_S57_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-836/UL-3163-SO21-DNA-836_S57_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-836/UL-3163-SO21-DNA-836_S57_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-836/UL-3163-SO21-DNA-836_S57_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-836/UL-3163-SO21-DNA-836_S57_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-836/UL-3163-SO21-DNA-836_S57_L004_R2_001.fastq.gz
SO21-DNA-838,SciLife,SO21-DNA-838,UL-3163,SO21_56-09,Top ice (10 cm),SAS-Oden_56,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-838/UL-3163-SO21-DNA-838_S89_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-838/UL-3163-SO21-DNA-838_S89_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-838/UL-3163-SO21-DNA-838_S89_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-838/UL-3163-SO21-DNA-838_S89_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-838/UL-3163-SO21-DNA-838_S89_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-838/UL-3163-SO21-DNA-838_S89_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-838/UL-3163-SO21-DNA-838_S89_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-838/UL-3163-SO21-DNA-838_S89_L004_R2_001.fastq.gz
SO21-DNA-839,SciLife,SO21-DNA-839,UL-3163,SO21_58-18,Bottom (1024m),SAS-Oden_58,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-839/UL-3163-SO21-DNA-839_S34_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-839/UL-3163-SO21-DNA-839_S34_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-839/UL-3163-SO21-DNA-839_S34_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-839/UL-3163-SO21-DNA-839_S34_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-839/UL-3163-SO21-DNA-839_S34_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-839/UL-3163-SO21-DNA-839_S34_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-839/UL-3163-SO21-DNA-839_S34_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-839/UL-3163-SO21-DNA-839_S34_L004_R2_001.fastq.gz
SO21-DNA-841,SciLife,SO21-DNA-841,UL-3163,SO21_58-09,TempMax,SAS-Oden_58,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-841/UL-3163-SO21-DNA-841_S77_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-841/UL-3163-SO21-DNA-841_S77_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-841/UL-3163-SO21-DNA-841_S77_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-841/UL-3163-SO21-DNA-841_S77_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-841/UL-3163-SO21-DNA-841_S77_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-841/UL-3163-SO21-DNA-841_S77_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-841/UL-3163-SO21-DNA-841_S77_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-841/UL-3163-SO21-DNA-841_S77_L004_R2_001.fastq.gz
SO21-DNA-843,SciLife,SO21-DNA-843,UL-3163,SO21_58-09,100m,SAS-Oden_58,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-843/UL-3163-SO21-DNA-843_S23_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-843/UL-3163-SO21-DNA-843_S23_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-843/UL-3163-SO21-DNA-843_S23_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-843/UL-3163-SO21-DNA-843_S23_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-843/UL-3163-SO21-DNA-843_S23_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-843/UL-3163-SO21-DNA-843_S23_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-843/UL-3163-SO21-DNA-843_S23_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-843/UL-3163-SO21-DNA-843_S23_L004_R2_001.fastq.gz
SO21-DNA-849,SciLife,SO21-DNA-849,UL-3163,SO21_58-09,1000m,SAS-Oden_58,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220623_A00605_0451_BHKTWYDSX3/220623_A00605_0451_BHKTWYDSX3/Sample_UL-3163-SO21-DNA-849/UL-3163-SO21-DNA-849_S101_L003_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220623_A00605_0451_BHKTWYDSX3/220623_A00605_0451_BHKTWYDSX3/Sample_UL-3163-SO21-DNA-849/UL-3163-SO21-DNA-849_S101_L003_R2_001.fastq.gz
SO21-DNA-853,SciLife,SO21-DNA-853,UL-3163,SO21_58-19,Bottom ice (10 cm),SAS-Oden_58,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-853/UL-3163-SO21-DNA-853_S16_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-853/UL-3163-SO21-DNA-853_S16_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-853/UL-3163-SO21-DNA-853_S16_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-853/UL-3163-SO21-DNA-853_S16_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-853/UL-3163-SO21-DNA-853_S16_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-853/UL-3163-SO21-DNA-853_S16_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-853/UL-3163-SO21-DNA-853_S16_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220408_A00181_0471_AHF7CCDSX3/220408_A00181_0471_AHF7CCDSX3/Sample_UL-3163-SO21-DNA-853/UL-3163-SO21-DNA-853_S16_L004_R2_001.fastq.gz
SO21-DNA-866,SciLife,SO21-DNA-866,UL-3163,SO21_53-16,Top ice (10 cm),SAS-Oden_53,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220623_A00605_0451_BHKTWYDSX3/220623_A00605_0451_BHKTWYDSX3/Sample_UL-3163-SO21-DNA-866/UL-3163-SO21-DNA-866_S117_L003_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220623_A00605_0451_BHKTWYDSX3/220623_A00605_0451_BHKTWYDSX3/Sample_UL-3163-SO21-DNA-866/UL-3163-SO21-DNA-866_S117_L003_R2_001.fastq.gz
SO21-DNA-867,SciLife,SO21-DNA-867,UL-3163,SO21_58-19,Top ice (10 cm),SAS-Oden_58,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-867/UL-3163-SO21-DNA-867_S90_L001_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-867/UL-3163-SO21-DNA-867_S90_L002_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-867/UL-3163-SO21-DNA-867_S90_L003_R1_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-867/UL-3163-SO21-DNA-867_S90_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-867/UL-3163-SO21-DNA-867_S90_L001_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-867/UL-3163-SO21-DNA-867_S90_L002_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-867/UL-3163-SO21-DNA-867_S90_L003_R2_001.fastq.gz;/proj/fume/raw_data/central_arctic_ocean/UL-3163/220513_A00181_0499_AHK2JJDSX3/220513_A00181_0499_AHK2JJDSX3/Sample_UL-3163-SO21-DNA-867/UL-3163-SO21-DNA-867_S90_L004_R2_001.fastq.gz
SO21-DNA-869,SciLife,SO21-DNA-869,UL-3163,SO21_50-17,Snow,SAS-Oden_50,SAS-Oden,DNA,,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220623_A00605_0451_BHKTWYDSX3/220623_A00605_0451_BHKTWYDSX3/Sample_UL-3163-SO21-DNA-869/UL-3163-SO21-DNA-869_S111_L003_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UL-3163/220623_A00605_0451_BHKTWYDSX3/220623_A00605_0451_BHKTWYDSX3/Sample_UL-3163-SO21-DNA-869/UL-3163-SO21-DNA-869_S111_L003_R2_001.fastq.gz
